,city,lat,lng,temp,humidity,cloudiness,wind_spd,country
432,mumbwa,-14.98,27.06,61.92,55.0,4.0,5.3,ZM
433,plettenberg bay,-34.05,23.37,60.03,83.0,1.0,3.22,ZA
434,chabahar,25.29,60.64,86.0,79.0,0.0,6.93,IR
435,pokhara,28.23,83.98,76.59,55.0,87.0,3.06,NP
436,estepona,36.43,-5.15,82.44,64.0,20.0,6.93,ES
437,kavaratti,10.57,72.64,84.72,77.0,68.0,12.55,IN
438,morant bay,17.88,-76.41,87.44,70.0,75.0,21.92,JM
439,yamada,39.47,141.95,52.2,89.0,78.0,5.48,JP
440,san patricio,19.22,-104.7,80.6,78.0,75.0,5.82,MX
441,bonavista,48.65,-53.11,40.93,67.0,37.0,20.42,CA
442,dharchula,29.85,80.53,70.54,37.0,14.0,4.61,IN
444,matagami,49.75,-77.63,51.8,32.0,90.0,6.93,CA
445,calama,-22.47,-68.93,71.6,5.0,0.0,2.24,CL
446,touros,-5.2,-35.46,82.4,88.0,75.0,16.11,BR
447,ilam,26.92,87.92,64.18,94.0,75.0,1.9,NP
448,turan,16.07,108.22,84.2,70.0,20.0,4.7,VN
449,cordele,31.96,-83.78,85.48,61.0,1.0,8.05,US
450,ahipara,-35.17,173.17,51.28,78.0,97.0,3.44,NZ
451,ilhabela,-23.78,-45.36,80.46,59.0,72.0,6.71,BR
452,tamasopo,21.93,-99.48,85.17,51.0,44.0,3.56,MX
453,san quintin,30.48,-115.95,66.25,64.0,36.0,7.96,MX
454,mobaye,4.32,21.18,75.94,88.0,7.0,2.21,CF
455,puerto suarez,-18.95,-57.8,87.8,62.0,75.0,9.17,BO
456,miles city,46.41,-105.84,66.2,52.0,1.0,11.63,US
457,newport,51.59,-3.0,58.44,66.0,0.0,5.99,GB
458,kachug,53.96,105.88,49.03,51.0,43.0,3.09,RU
459,baykit,61.67,96.37,60.03,43.0,2.0,1.03,RU
460,salamiyah,35.01,37.05,74.05,38.0,82.0,24.27,SY
461,san borja,-14.82,-66.85,87.69,60.0,80.0,6.02,BO
462,asarganj,25.15,86.68,81.32,74.0,0.0,13.06,IN
463,lawrence,38.97,-95.24,64.13,88.0,75.0,14.99,US
464,envira,-7.3,-70.22,94.23,45.0,25.0,1.86,BR
465,codrington,-38.27,141.97,53.69,90.0,100.0,7.72,AU
467,chiplun,17.53,73.52,80.13,81.0,12.0,2.19,IN
468,mweka,-4.85,21.57,79.05,64.0,92.0,1.95,CD
469,itaueira,-7.6,-43.03,85.46,62.0,62.0,8.5,BR
470,konskie,51.19,20.41,57.34,28.0,20.0,6.4,PL
471,port blair,11.67,92.75,83.66,83.0,77.0,4.36,IN
472,porto santo,33.07,-16.34,69.8,73.0,75.0,14.99,PT
473,karperi,41.12,23.3,66.6,62.0,24.0,1.01,GR
474,redmond,47.67,-122.12,51.31,87.0,100.0,5.86,US
475,antofagasta,-23.65,-70.4,62.6,77.0,40.0,17.22,CL
476,raudeberg,61.99,5.14,57.2,67.0,75.0,29.97,NO
477,pathein,16.78,94.73,82.8,80.0,42.0,6.89,MM
478,jieshi,22.81,115.83,75.31,90.0,100.0,14.76,CN
479,xinqing,48.23,129.5,46.0,88.0,25.0,1.54,CN
480,havre-saint-pierre,50.23,-63.6,48.2,31.0,40.0,18.34,CA
481,puerto leguizamo,-0.19,-74.78,93.88,48.0,13.0,1.95,CO
482,roald,62.58,6.13,60.8,48.0,100.0,19.46,NO
483,trat,12.5,102.5,79.99,86.0,100.0,2.01,TH
485,moravska trebova,49.76,16.66,64.85,40.0,100.0,1.01,CZ
487,cantaura,9.31,-64.36,96.17,37.0,12.0,13.94,VE
488,barbosa,5.93,-73.62,77.72,56.0,98.0,2.39,CO
489,vostok,46.49,135.88,41.04,69.0,10.0,4.59,RU
490,ugoofaaru,5.67,73.0,84.81,77.0,100.0,17.2,MV
491,bantry,51.68,-9.45,56.79,62.0,40.0,24.16,IE
492,eenhana,-17.47,16.33,80.6,24.0,0.0,3.36,NA
493,chapais,49.78,-74.85,55.4,17.0,1.0,9.17,CA
494,minsk,53.9,27.57,48.2,70.0,40.0,11.18,BY
495,dakar,14.69,-17.44,78.8,69.0,0.0,21.92,SN
496,helong,42.54,129.0,47.3,88.0,100.0,2.35,CN
497,saint-augustin,51.23,-58.65,40.98,61.0,97.0,20.74,CA
498,carauari,-4.88,-66.9,83.73,84.0,100.0,2.55,BR
499,hami,42.8,93.45,70.75,29.0,47.0,18.75,CN
500,munster,51.96,7.63,67.87,77.0,40.0,8.05,DE
501,kendari,-3.94,122.5,75.43,89.0,100.0,2.71,ID
502,maragheh,37.39,46.24,78.8,22.0,20.0,9.17,IR
503,naryan-mar,67.67,53.09,34.68,95.0,100.0,18.34,RU
504,moron,-34.65,-58.62,58.03,82.0,100.0,10.0,AR
505,cabo san lucas,22.89,-109.91,78.96,53.0,40.0,8.05,MX
506,henties bay,-22.12,14.28,62.01,86.0,0.0,11.05,NA
507,fare,-16.7,-151.02,80.19,76.0,0.0,25.37,PF
508,berkovica,44.62,18.43,61.66,66.0,26.0,0.6,BA
509,zhuhai,22.28,113.57,81.07,94.0,40.0,4.7,CN
510,lorengau,-2.02,147.27,82.09,76.0,26.0,3.69,PG
511,samarai,-10.62,150.67,80.35,83.0,91.0,14.45,PG
512,wodonga,-36.12,146.88,42.93,100.0,75.0,2.24,AU
513,hashtrud,37.48,47.05,66.29,35.0,8.0,7.81,IR
514,salvador,13.83,-88.92,82.42,78.0,40.0,2.98,SV
515,narsaq,60.92,-46.05,53.6,22.0,75.0,10.29,GL
516,namatanai,-3.67,152.43,80.08,82.0,45.0,2.84,PG
517,yabelo,4.88,38.08,59.95,90.0,70.0,8.34,ET
518,malakal,9.53,31.66,78.75,69.0,27.0,6.98,SS
519,oranjestad,12.52,-70.03,86.0,74.0,40.0,24.16,AW
520,kathmandu,27.72,85.32,69.8,88.0,20.0,6.93,NP
521,bajil,15.06,43.29,95.45,30.0,4.0,2.33,YE
523,arona,28.1,-16.68,74.86,60.0,0.0,10.29,ES
524,papar,5.73,115.93,78.26,94.0,20.0,3.36,MY
525,innisfail,-17.53,146.03,67.75,95.0,100.0,7.65,AU
526,grants,35.15,-107.85,64.4,11.0,1.0,8.05,US
527,ewo,-0.87,14.82,82.54,64.0,93.0,4.07,CG
529,skorping,56.84,9.89,54.68,90.0,100.0,8.99,DK
530,beni suef,29.07,31.1,87.78,20.0,0.0,22.1,EG
531,altay,47.87,88.12,54.93,59.0,100.0,2.71,CN
532,impfondo,1.64,18.07,81.0,66.0,50.0,0.87,CG
533,rock springs,41.59,-109.2,63.34,26.0,63.0,21.88,US
534,enshi,30.3,109.48,69.6,69.0,84.0,0.69,CN
535,belaya gora,68.53,146.42,29.57,93.0,97.0,5.55,RU
536,atikokan,48.76,-91.62,71.8,48.0,67.0,6.96,CA
538,mtambile,-5.38,39.7,78.37,78.0,39.0,17.11,TZ
539,gboko,7.32,9.0,88.48,55.0,12.0,5.48,NG
540,dongzhen,22.38,110.94,77.67,88.0,97.0,2.57,CN
541,panuco,22.05,-98.17,86.0,55.0,5.0,5.82,MX
542,rafaela,-31.25,-61.49,52.0,69.0,100.0,13.0,AR
543,knysna,-34.04,23.05,59.0,82.0,40.0,3.36,ZA
544,sicamous,50.83,-118.99,50.0,81.0,90.0,2.24,CA
545,beaverlodge,55.22,-119.44,42.8,87.0,90.0,16.11,CA
546,stornoway,58.21,-6.39,51.48,93.0,100.0,36.91,GB
547,holt,42.64,-84.52,61.12,93.0,90.0,3.36,US
548,ygatimi,-24.08,-55.5,69.24,96.0,97.0,8.23,PY
549,labytnangi,66.66,66.42,57.15,55.0,12.0,8.12,RU
550,clarence town,-32.58,151.78,53.85,66.0,90.0,24.16,AU
551,along,28.17,94.77,69.4,77.0,77.0,2.48,IN
552,hualmay,-11.1,-77.61,70.18,66.0,41.0,11.52,PE
553,glendive,47.11,-104.71,70.39,43.0,1.0,5.82,US
554,gora,51.67,16.53,63.48,28.0,100.0,8.01,PL
555,komatipoort,-25.43,31.95,64.4,63.0,0.0,3.36,ZA
556,san cristobal,7.77,-72.22,87.8,55.0,40.0,19.46,VE
557,teruel,40.67,-0.67,80.11,25.0,43.0,12.75,ES
558,olafsvik,64.89,-23.71,49.82,62.0,99.0,16.4,IS
559,los llanos de aridane,28.66,-17.92,71.83,64.0,20.0,14.99,ES
561,arteaga,18.47,-102.42,90.84,30.0,29.0,2.1,MX
562,vanavara,60.34,102.28,56.53,51.0,21.0,0.54,RU
563,vigeland,58.08,7.3,51.53,88.0,100.0,11.99,NO
564,taoudenni,22.68,-3.98,101.97,8.0,0.0,16.91,ML
565,upernavik,72.79,-56.15,31.26,96.0,0.0,9.6,GL
566,sao filipe,14.9,-24.5,77.16,63.0,2.0,9.71,CV
567,yumen,40.28,97.2,63.48,40.0,100.0,9.98,CN
568,yulara,-25.24,130.99,44.6,48.0,0.0,6.93,AU
569,komsomolskiy,40.43,71.72,73.4,27.0,67.0,4.7,UZ
570,grootfontein,-19.57,18.12,60.35,33.0,0.0,6.85,NA
571,rairangpur,22.27,86.18,83.21,71.0,0.0,4.94,IN
573,darhan,49.49,105.92,51.69,66.0,53.0,5.68,MN
574,placido de castro,-10.34,-67.19,93.87,45.0,29.0,2.86,BR
575,vilhena,-12.74,-60.15,86.0,62.0,75.0,5.82,BR
576,zhanakorgan,43.91,67.25,75.9,24.0,0.0,13.06,KZ
577,antalaha,-14.9,50.28,74.07,90.0,60.0,10.98,MG
578,guerrero negro,27.98,-114.06,67.87,58.0,71.0,11.45,MX
579,loiza,18.43,-65.88,89.35,66.0,40.0,13.87,PR
580,madrid,40.42,-3.7,87.58,27.0,34.0,6.93,ES
581,wilmington,34.23,-77.94,81.46,57.0,1.0,3.36,US
582,cortez,37.35,-108.59,64.42,16.0,1.0,10.78,US
583,panchagarh,26.33,88.56,72.64,93.0,47.0,7.63,BD
584,hirara,24.8,125.28,78.01,94.0,100.0,27.92,JP
585,acapulco,16.86,-99.89,84.2,74.0,20.0,4.7,MX
586,visby,57.64,18.3,56.89,46.0,0.0,3.36,SE
588,narrabri,-30.32,149.78,39.11,86.0,0.0,4.7,AU
589,mildura,-34.2,142.15,48.11,100.0,90.0,3.36,AU
590,sinjar,36.32,41.88,89.04,13.0,1.0,3.49,IQ
591,oussouye,12.48,-16.55,88.59,74.0,20.0,6.93,SN
592,qasigiannguit,68.82,-51.19,42.8,56.0,75.0,6.93,GL
593,metro,-5.11,105.31,75.81,92.0,99.0,4.16,ID
594,souillac,-20.52,57.52,73.4,69.0,40.0,18.34,MU
595,vagamo,61.88,9.1,43.9,79.0,100.0,11.23,NO
596,washougal,45.58,-122.35,49.57,81.0,90.0,5.82,US
597,kamenka,51.32,42.77,57.99,46.0,73.0,1.01,RU
598,mbini,1.57,9.61,86.0,79.0,40.0,6.93,GQ
599,toribio,2.95,-76.27,84.2,70.0,90.0,2.24,CO
600,qaqortoq,60.72,-46.03,53.6,22.0,75.0,10.29,GL
601,te anau,-45.42,167.72,43.12,84.0,81.0,0.58,NZ
602,ojinaga,29.57,-104.42,87.33,8.0,1.0,7.31,MX
603,sao joao da barra,-21.64,-41.05,82.4,54.0,0.0,4.7,BR
604,anadyr,64.75,177.48,26.26,86.0,40.0,2.24,RU
605,rocha,-34.48,-54.33,60.57,77.0,100.0,21.12,UY
606,saint-francois,46.42,3.91,82.4,45.0,100.0,8.05,FR
607,san andres,12.58,-81.7,86.0,79.0,75.0,8.05,CO
608,tilichiki,60.47,166.1,26.33,94.0,1.0,6.98,RU
609,tshane,-24.02,21.87,62.56,31.0,0.0,6.04,BW
611,beisfjord,68.38,17.6,47.64,24.0,0.0,12.75,NO
612,uribia,11.71,-72.27,94.28,47.0,54.0,23.33,CO
613,yeniseysk,58.45,92.17,59.59,52.0,0.0,3.44,RU
614,tondano,1.3,124.91,78.8,94.0,20.0,1.12,ID
616,buala,-8.14,159.59,81.39,84.0,82.0,9.73,SB
617,matay,28.42,30.78,89.94,16.0,0.0,22.68,EG
618,nemuro,43.32,145.57,40.23,90.0,0.0,13.13,JP
619,raga,8.46,25.68,81.79,61.0,53.0,3.89,SS
620,prince rupert,54.32,-130.32,50.0,87.0,90.0,4.7,CA
621,libohove,40.03,20.26,68.59,41.0,27.0,12.75,AL
622,ulladulla,-35.35,150.47,50.61,76.0,90.0,13.87,AU
